epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9897984862327576,0.03548727184534073,1e-05,0.9946666955947876,0.01617349125444889
1,0.9945491552352905,0.018298819661140442,1e-05,0.9942222237586975,0.017837345600128174
2,0.9964994788169861,0.012073338031768799,1e-05,0.9948889017105103,0.01485365442931652
3,0.9977996945381165,0.008430126123130322,1e-05,0.9953333139419556,0.016864819452166557
4,0.9977996945381165,0.007763740140944719,1e-05,0.9951111078262329,0.01536523923277855
