epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9769965410232544,0.06910503655672073,0.0005,0.9902222156524658,0.029071832075715065
1,0.9822473526000977,0.05216588079929352,0.0005,0.992222249507904,0.021591242402791977
2,0.9844476580619812,0.046492427587509155,0.0005,0.9908888936042786,0.02465139701962471
